date,year,month,month_name,district,rainfall_mm,temperature_celsius,pH,turbidity_NTU,coliform_count_per100ml,dissolved_oxygen_mg_L,total_dissolved_solids_mg_L,population,cholera_cases,diarrhea_cases,typhoid_cases,hepatitis_a_cases,total_disease_cases,outbreak_alert
2021-11-01,2021,11,November,Madurai,264.63,28.05,8.27,6.82,860.33,5.57,1088.4,3580977,110,413,65,35,623,1
2021-12-01,2021,12,December,Madurai,187.9,24.43,8.43,35.22,882.1,6.39,732.26,2081420,130,477,62,34,703,1
2022-01-01,2022,1,January,Madurai,31.16,27.63,6.65,2.38,171.22,5.35,1166.42,2172795,45,159,22,11,237,1
2022-02-01,2022,2,February,Madurai,24.51,34.95,7.89,8.21,162.91,7.96,661.45,2000134,48,172,24,15,259,1
2022-03-01,2022,3,March,Madurai,48.01,27.19,8.42,22.83,361.07,6.67,1069.97,2623238,52,205,37,17,311,1
2022-04-01,2022,4,April,Madurai,71.4,37.22,6.54,12.1,490.49,6.42,1063.55,4111646,68,243,50,20,381,1
2022-05-01,2022,5,May,Madurai,49.39,30.18,7.59,23.05,181.13,7.63,1094.45,4370426,46,175,31,19,271,1
2022-06-01,2022,6,June,Madurai,194.73,26.81,6.45,27.94,285.45,8.23,1093.09,3301445,60,222,41,18,341,1
2022-07-01,2022,7,July,Madurai,137.22,33.63,7.86,22.91,87.38,5.5,558.72,3202882,48,197,29,14,288,1
2022-08-01,2022,8,August,Madurai,104.08,37.93,6.41,1.37,28.71,5.71,832.91,3378350,34,126,24,11,195,1
2022-09-01,2022,9,September,Madurai,159.02,34.73,8.15,20.44,57.59,6.44,277.65,4178621,46,163,33,13,255,1
2022-10-01,2022,10,October,Madurai,308.02,32.08,7.8,2.06,90.85,8.34,881.75,3181206,54,204,30,14,302,1
2022-11-01,2022,11,November,Madurai,186.3,33.94,7.73,10.92,777.06,6.01,492.52,3960989,92,350,59,32,533,1
2022-12-01,2022,12,December,Madurai,360.56,31.69,6.7,3.25,193.17,6.08,959.61,1972542,61,242,39,15,357,1
2023-01-01,2023,1,January,Madurai,67.5,31.77,7.67,13.63,231.59,5.17,503.19,4398190,61,216,38,19,334,1
2023-02-01,2023,2,February,Madurai,60.45,29.62,6.56,22.17,411.89,7.61,471.55,941904,74,275,46,22,417,1
2023-03-01,2023,3,March,Madurai,13.28,27.87,7.83,2.5,419.67,4.02,446.82,3376280,57,209,39,15,320,1
2023-04-01,2023,4,April,Madurai,19.1,31.91,8.19,14.72,453.6,8.71,622.38,2048485,71,266,41,18,396,1
2023-05-01,2023,5,May,Madurai,58.09,30.91,7.09,16.19,351.93,4.02,366.95,1167540,67,234,41,19,361,1
2023-06-01,2023,6,June,Madurai,95.55,33.47,8.37,9.69,309.01,7.17,1199.47,3401092,59,233,40,17,349,1
2023-07-01,2023,7,July,Madurai,134.92,26.92,7.05,12.84,34.03,7.84,616.5,3672382,40,148,26,10,224,1
2023-08-01,2023,8,August,Madurai,167.66,33.07,8.03,24.83,23.36,5.97,1130.81,3610691,53,190,29,14,286,1
2023-09-01,2023,9,September,Madurai,165.58,26.79,8.25,10.27,239.06,4.29,311.51,1517481,61,233,38,18,350,1
2023-10-01,2023,10,October,Madurai,210.47,36.75,8.13,32.45,853.96,4.16,936.2,1207173,120,439,69,37,665,1
2023-11-01,2023,11,November,Madurai,266.02,37.49,7.39,31.07,280.68,7.87,972.92,3329915,90,336,44,21,491,1
2023-12-01,2023,12,December,Madurai,342.54,35.3,6.48,13.27,15.8,5.47,973.14,2142425,47,193,36,16,292,1
2024-01-01,2024,1,January,Madurai,55.25,37.64,8.15,1.57,449.28,7.92,980.38,4642535,65,230,42,19,356,1
2024-02-01,2024,2,February,Madurai,59.71,37.12,7.59,12.36,29.86,7.36,782.21,4268950,37,146,31,15,229,1
2024-03-01,2024,3,March,Madurai,49.29,34.88,6.67,18.42,309.87,8.48,1047.19,3480346,67,246,37,19,369,1
2024-04-01,2024,4,April,Madurai,37.17,33.44,6.8,9.28,458.74,5.45,669.99,852414,67,259,36,19,381,1
2024-05-01,2024,5,May,Madurai,10.55,32.83,7.23,4.22,478.97,6.65,441.89,3092316,81,287,40,22,430,1
2024-06-01,2024,6,June,Madurai,191.44,34.65,7.46,6.93,298.09,6.8,1063.96,4213543,60,221,33,16,330,1
2024-07-01,2024,7,July,Madurai,197.74,35.1,8.16,8.85,624.41,4.98,1151.43,3414863,90,340,54,27,511,1
2024-08-01,2024,8,August,Madurai,111.15,30.12,7.57,3.58,404.52,8.91,390.11,1969793,69,261,34,17,381,1
2024-09-01,2024,9,September,Madurai,170.88,26.26,7.3,23.71,160.77,7.2,866.6,3035610,54,210,34,16,314,1
2024-10-01,2024,10,October,Madurai,153.03,24.13,7.02,41.81,205.81,7.17,422.08,1160327,71,263,44,22,400,1
2024-11-01,2024,11,November,Madurai,257.18,24.41,7.31,30.42,106.65,5.44,597.84,2795936,55,198,30,16,299,1
2024-12-01,2024,12,December,Madurai,248.11,34.56,8.31,42.88,519.41,5.79,987.55,4800915,93,351,53,30,527,1
2018-01-01,2018,1,January,Thanjavur,69.31,36.63,8.22,24.38,13.76,8.2,951.77,1267876,33,136,25,14,208,1
2018-02-01,2018,2,February,Thanjavur,25.74,30.04,7.85,14.52,213.75,5.63,1039.66,2284006,53,210,34,16,313,1
2018-03-01,2018,3,March,Thanjavur,39.36,34.93,7.3,12.94,102.34,6.96,386.14,725391,50,188,31,12,281,1
2018-04-01,2018,4,April,Thanjavur,14.83,37.17,7.37,10.83,405.44,8.18,532.19,1611009,71,257,38,19,385,1
2018-05-01,2018,5,May,Thanjavur,46.1,30.49,6.3,7.96,465.5,5.96,746.7,3814344,60,237,41,22,360,1
2018-06-01,2018,6,June,Thanjavur,86.56,37.62,6.72,10.79,197.56,5.15,201.47,4061262,53,190,30,19,292,1
2018-07-01,2018,7,July,Thanjavur,156.88,29.82,7.95,20.32,582.43,8.09,452.81,2031064,87,318,50,26,481,1
2018-08-01,2018,8,August,Thanjavur,198.18,34.56,7.1,19.73,429.66,4.39,744.5,1945065,62,246,49,21,378,1
2018-09-01,2018,9,September,Thanjavur,194.27,24.59,6.81,20.07,192.76,7.57,959.01,4595077,66,255,31,17,369,1
2018-10-01,2018,10,October,Thanjavur,393.1,30.28,6.57,9.58,88.41,8.02,322.03,1037977,61,237,28,14,340,1
2018-11-01,2018,11,November,Thanjavur,351.77,26.73,6.99,16.3,880.67,8.28,901.17,2622827,127,466,60,32,685,1
2018-12-01,2018,12,December,Thanjavur,245.13,26.28,8.01,33.53,345.92,4.13,1039.0,3387757,87,305,46,23,461,1
2019-01-01,2019,1,January,Thanjavur,49.13,31.02,7.82,13.82,270.37,6.15,508.83,2973199,55,210,40,16,321,1
2019-02-01,2019,2,February,Thanjavur,70.57,26.2,6.91,7.96,435.71,7.36,996.68,2509606,60,212,35,22,329,1
2019-03-01,2019,3,March,Thanjavur,73.43,24.17,7.75,2.24,274.43,5.44,506.78,1353392,49,195,30,16,290,1
2019-04-01,2019,4,April,Thanjavur,27.3,28.98,6.39,9.0,338.77,4.36,405.4,2998214,68,257,35,20,380,1
2019-05-01,2019,5,May,Thanjavur,54.26,26.79,7.16,19.02,50.69,5.39,476.32,2124777,41,168,30,9,248,1
2019-06-01,2019,6,June,Thanjavur,92.37,31.67,8.45,18.63,123.38,6.91,404.44,1243088,50,177,35,13,275,1
2019-07-01,2019,7,July,Thanjavur,137.96,27.76,6.86,21.79,629.55,7.02,276.98,1579525,79,297,50,27,453,1
2019-08-01,2019,8,August,Thanjavur,134.96,25.29,7.47,21.32,457.47,5.87,763.66,1277567,78,299,42,21,440,1
2019-09-01,2019,9,September,Thanjavur,151.72,36.13,8.38,4.6,100.64,8.72,936.54,1278799,40,161,27,11,239,1
2019-10-01,2019,10,October,Thanjavur,243.39,24.71,7.64,18.46,842.64,6.71,1139.65,3067587,122,436,61,35,654,1
2019-11-01,2019,11,November,Thanjavur,175.47,24.12,7.2,5.8,673.55,8.57,634.02,4361774,96,344,54,24,518,1
2019-12-01,2019,12,December,Thanjavur,399.07,27.21,7.46,30.77,630.78,5.02,853.99,543764,114,413,54,29,610,1
2020-01-01,2020,1,January,Thanjavur,11.11,25.08,8.3,9.52,212.39,5.08,797.1,1869391,37,134,26,13,210,1
2020-02-01,2020,2,February,Thanjavur,75.29,31.62,6.66,15.8,371.44,7.69,721.45,926674,64,232,40,19,355,1
2020-03-01,2020,3,March,Thanjavur,47.68,27.76,7.05,22.49,333.23,7.94,654.35,3403609,63,225,42,19,349,1
2020-04-01,2020,4,April,Thanjavur,47.45,26.02,8.0,11.07,250.04,7.93,798.85,1637411,50,203,37,17,307,1
2020-05-01,2020,5,May,Thanjavur,11.98,26.94,6.85,18.11,5.75,6.04,1124.03,2872948,28,114,27,10,179,1
2020-06-01,2020,6,June,Thanjavur,159.71,36.34,8.07,22.68,71.78,5.45,509.81,3273737,49,199,36,15,299,1
2020-07-01,2020,7,July,Thanjavur,184.72,35.59,6.7,26.55,511.13,7.16,573.52,561753,94,345,50,28,517,1
2020-08-01,2020,8,August,Thanjavur,127.13,31.75,7.36,7.35,558.23,7.38,1037.91,4391151,85,318,49,25,477,1
2020-09-01,2020,9,September,Thanjavur,135.1,29.76,7.86,13.31,318.09,6.15,940.63,3244804,60,239,38,21,358,1
2020-10-01,2020,10,October,Thanjavur,170.89,24.27,6.58,40.28,217.38,5.77,305.35,4609545,74,265,41,23,403,1
2020-11-01,2020,11,November,Thanjavur,247.76,27.28,6.7,43.27,554.67,6.78,615.78,2109184,102,364,60,27,553,1
2020-12-01,2020,12,December,Thanjavur,200.92,28.59,7.46,26.66,19.93,8.73,896.63,570463,50,198,34,11,293,1
2021-01-01,2021,1,January,Thanjavur,24.44,29.49,8.26,5.9,253.9,6.1,218.12,3448632,45,171,30,14,260,1
2021-02-01,2021,2,February,Thanjavur,58.2,27.55,6.22,18.36,267.83,8.18,1021.39,1837768,51,199,38,20,308,1
2021-03-01,2021,3,March,Thanjavur,41.59,26.57,8.17,22.18,233.15,4.38,587.83,3950087,42,154,34,18,248,1
2021-04-01,2021,4,April,Thanjavur,37.26,31.58,8.43,2.6,324.16,4.37,575.47,4522261,58,229,38,17,342,1
2021-05-01,2021,5,May,Thanjavur,41.25,24.98,7.88,15.6,353.32,5.87,569.48,2206826,65,253,42,16,376,1
2021-06-01,2021,6,June,Thanjavur,159.4,30.78,6.21,26.4,502.33,6.74,266.46,4322727,85,301,50,23,459,1
2021-07-01,2021,7,July,Thanjavur,171.02,24.2,6.68,23.55,251.3,7.31,546.96,1058981,57,214,38,21,330,1
2021-08-01,2021,8,August,Thanjavur,151.66,33.16,8.24,19.36,411.05,4.78,673.92,3138439,71,260,49,20,400,1
2021-09-01,2021,9,September,Thanjavur,130.98,36.71,7.37,7.16,50.03,7.48,582.8,2482847,42,161,24,14,241,1
2021-10-01,2021,10,October,Thanjavur,337.06,27.15,7.42,37.48,416.8,5.39,854.71,4636725,74,273,49,30,426,1
2021-11-01,2021,11,November,Thanjavur,395.83,35.01,7.98,34.11,135.55,5.09,663.99,1927989,59,208,41,21,329,1
2021-12-01,2021,12,December,Thanjavur,159.74,33.34,6.94,40.59,799.31,5.63,1100.96,774535,117,410,67,34,628,1
2022-01-01,2022,1,January,Thanjavur,66.89,33.9,8.42,20.84,451.55,8.67,1001.35,2349916,88,334,42,26,490,1
2022-02-01,2022,2,February,Thanjavur,12.82,29.76,6.5,1.54,180.21,7.92,766.18,1693982,34,121,27,14,196,1
2022-03-01,2022,3,March,Thanjavur,11.2,36.83,7.82,8.41,66.32,6.56,205.35,4424482,36,154,30,10,230,1
2022-04-01,2022,4,April,Thanjavur,50.67,37.87,7.94,11.62,353.7,5.95,428.88,2422967,56,218,38,22,334,1
2022-05-01,2022,5,May,Thanjavur,24.81,37.94,8.46,16.59,402.21,7.58,793.16,3135466,84,311,47,24,466,1
2022-06-01,2022,6,June,Thanjavur,183.64,25.54,8.33,21.01,35.35,7.22,1174.25,500917,39,139,23,16,217,1
2022-07-01,2022,7,July,Thanjavur,104.5,24.59,7.53,15.43,616.68,4.3,885.4,1884822,82,298,50,27,457,1
2022-08-01,2022,8,August,Thanjavur,162.28,36.74,7.67,31.05,573.05,6.92,1033.79,2358997,98,354,57,28,537,1
2022-09-01,2022,9,September,Thanjavur,86.24,24.44,7.17,3.94,394.45,8.4,1082.91,4117597,65,253,38,17,373,1
2022-10-01,2022,10,October,Thanjavur,334.36,28.01,8.05,44.88,27.02,8.49,822.63,3619734,70,265,35,18,388,1
2022-11-01,2022,11,November,Thanjavur,166.75,37.65,8.08,38.63,844.17,4.43,585.6,3602641,120,421,73,37,651,1
2022-12-01,2022,12,December,Thanjavur,163.81,37.19,6.37,20.74,476.89,8.93,366.02,1734215,70,252,53,27,402,1
2023-01-01,2023,1,January,Thanjavur,54.14,27.08,6.25,20.84,182.8,5.77,502.48,3780931,45,160,28,17,250,1
2023-02-01,2023,2,February,Thanjavur,70.53,26.17,6.39,12.63,151.21,6.82,1003.8,2345700,46,168,31,12,257,1
2023-03-01,2023,3,March,Thanjavur,10.22,26.44,8.21,11.6,492.12,5.98,915.19,3373524,68,259,44,19,390,1
2023-04-01,2023,4,April,Thanjavur,56.7,34.88,8.18,8.53,269.01,8.2,1189.45,4139688,63,246,33,15,357,1
2023-05-01,2023,5,May,Thanjavur,42.96,33.18,7.49,17.49,329.04,4.59,999.72,1297583,56,222,41,21,340,1
2023-06-01,2023,6,June,Thanjavur,188.4,36.46,8.08,17.22,478.56,6.56,1069.61,2355797,75,269,51,26,421,1
2023-07-01,2023,7,July,Thanjavur,159.4,25.98,7.51,7.08,181.12,5.09,382.84,4137967,50,180,32,17,279,1
2023-08-01,2023,8,August,Thanjavur,148.55,26.0,7.06,26.19,238.8,4.44,756.78,4612732,71,267,40,21,399,1
2023-09-01,2023,9,September,Thanjavur,106.46,27.05,8.21,9.09,171.11,4.0,1070.67,3850448,52,198,30,14,294,1
2023-10-01,2023,10,October,Thanjavur,264.58,28.92,6.42,22.8,828.67,4.2,491.46,2689063,135,498,64,35,732,1
2023-11-01,2023,11,November,Thanjavur,266.57,34.65,6.56,22.85,386.99,6.98,1199.56,3957521,83,307,52,25,467,1
2023-12-01,2023,12,December,Thanjavur,340.72,24.64,7.69,11.6,603.03,6.34,973.55,2020180,73,284,46,24,427,1
2024-01-01,2024,1,January,Thanjavur,40.67,35.75,6.57,1.6,224.52,5.19,249.61,1637613,52,189,36,16,293,1
2024-02-01,2024,2,February,Thanjavur,58.69,32.55,6.66,2.33,284.23,7.26,410.78,4900852,52,205,33,18,308,1
2024-03-01,2024,3,March,Thanjavur,14.63,24.27,8.1,13.59,387.62,5.17,545.08,3966032,51,185,34,21,291,1
2024-04-01,2024,4,April,Thanjavur,28.58,32.56,7.76,8.62,424.05,8.74,1084.86,3874659,56,206,37,18,317,1
2024-05-01,2024,5,May,Thanjavur,41.89,33.49,7.45,9.33,217.82,7.97,478.13,3997831,52,182,36,13,283,1
2024-06-01,2024,6,June,Thanjavur,199.0,31.57,8.47,30.6,294.33,4.99,364.88,3427503,83,313,44,24,464,1
2024-07-01,2024,7,July,Thanjavur,133.85,36.79,6.64,1.46,39.06,8.52,847.52,770146,31,133,30,8,202,1
2024-08-01,2024,8,August,Thanjavur,80.83,26.97,7.73,14.13,261.56,8.42,1095.56,4675318,51,193,29,18,291,1
2024-09-01,2024,9,September,Thanjavur,102.87,26.58,6.99,14.71,540.12,4.6,934.93,1380096,74,273,49,21,417,1
2024-10-01,2024,10,October,Thanjavur,184.27,34.27,7.65,27.01,351.11,5.78,245.25,2983502,68,255,44,23,390,1
2024-11-01,2024,11,November,Thanjavur,368.25,31.32,7.81,19.55,504.52,8.71,282.73,635370,95,357,51,30,533,1
2024-12-01,2024,12,December,Thanjavur,240.39,25.29,7.55,11.58,806.13,7.92,899.71,2709821,118,424,59,29,630,1
2018-01-01,2018,1,January,Tirunelveli,65.26,34.47,7.49,6.91,211.77,7.97,231.78,3939289,56,197,33,18,304,1
2018-02-01,2018,2,February,Tirunelveli,13.69,33.69,7.25,6.44,306.99,5.26,777.63,4961902,57,201,36,18,312,1
2018-03-01,2018,3,March,Tirunelveli,66.4,28.59,6.68,3.03,233.35,6.41,1040.91,2800269,43,178,30,15,266,1
2018-04-01,2018,4,April,Tirunelveli,36.92,30.43,6.9,23.38,59.32,8.67,883.87,1883640,50,179,32,13,274,1
2018-05-01,2018,5,May,Tirunelveli,27.48,33.16,7.62,8.97,464.05,8.22,423.98,4199243,57,209,38,18,322,1
2018-06-01,2018,6,June,Tirunelveli,157.79,27.24,7.77,30.63,30.41,5.6,638.18,4034150,38,135,28,15,216,1
2018-07-01,2018,7,July,Tirunelveli,143.8,31.53,6.84,8.07,187.2,6.78,229.16,4790447,50,200,28,18,296,1
2018-08-01,2018,8,August,Tirunelveli,91.49,28.45,8.43,9.49,203.48,8.18,250.21,2239122,52,206,28,17,303,1
2018-09-01,2018,9,September,Tirunelveli,170.29,31.44,7.76,14.67,475.47,8.12,346.44,4358884,66,256,43,24,389,1
2018-10-01,2018,10,October,Tirunelveli,378.77,27.52,8.14,22.71,462.69,5.54,773.04,4762511,104,366,54,25,549,1
2018-11-01,2018,11,November,Tirunelveli,328.21,33.75,6.95,11.9,189.8,8.29,1020.43,907407,68,264,41,17,390,1
2018-12-01,2018,12,December,Tirunelveli,399.41,26.68,7.26,20.42,274.04,4.99,265.69,2220444,72,271,43,23,409,1
2019-01-01,2019,1,January,Tirunelveli,64.34,25.83,7.5,11.61,398.61,7.62,890.41,3511165,57,223,35,19,334,1
2019-02-01,2019,2,February,Tirunelveli,33.49,25.08,6.74,20.92,474.13,5.52,464.52,3058845,83,314,47,20,464,1
2019-03-01,2019,3,March,Tirunelveli,13.54,24.55,7.52,10.43,14.33,6.92,211.3,1627787,35,137,25,9,206,1
2019-04-01,2019,4,April,Tirunelveli,35.49,31.93,6.21,2.49,267.68,6.83,951.45,4968653,50,186,37,12,285,1
2019-05-01,2019,5,May,Tirunelveli,25.52,28.45,6.8,3.1,44.96,4.97,250.56,1433476,34,128,23,10,195,1
2019-06-01,2019,6,June,Tirunelveli,184.48,34.63,7.87,16.41,450.97,6.76,416.25,3699039,73,274,44,21,412,1
2019-07-01,2019,7,July,Tirunelveli,112.18,29.06,7.14,22.51,36.84,4.17,591.91,1001793,46,182,26,15,269,1
2019-08-01,2019,8,August,Tirunelveli,120.48,28.37,6.48,4.77,421.27,8.38,990.52,2572723,64,241,35,20,360,1
2019-09-01,2019,9,September,Tirunelveli,98.76,34.33,7.03,22.24,175.92,4.41,1192.58,3561342,58,212,32,14,316,1
2019-10-01,2019,10,October,Tirunelveli,276.77,32.93,8.47,34.98,390.93,6.23,818.77,3553407,101,359,49,29,538,1
2019-11-01,2019,11,November,Tirunelveli,322.27,35.53,7.48,35.48,14.58,8.09,240.14,692458,59,220,35,16,330,1
2019-12-01,2019,12,December,Tirunelveli,347.87,32.43,7.38,4.44,259.05,4.47,1163.82,1850850,62,243,33,21,359,1
2020-01-01,2020,1,January,Tirunelveli,52.22,33.56,7.52,11.3,137.96,7.84,426.27,4571867,42,159,31,11,243,1
2020-02-01,2020,2,February,Tirunelveli,55.66,27.52,7.7,6.1,61.0,7.51,313.44,4002415,35,146,19,10,210,1
2020-03-01,2020,3,March,Tirunelveli,33.24,30.51,6.23,2.96,129.3,4.14,831.38,3150432,35,145,26,10,216,1
2020-04-01,2020,4,April,Tirunelveli,54.34,35.28,7.12,20.34,296.01,4.83,224.68,4944041,61,230,40,21,352,1
2020-05-01,2020,5,May,Tirunelveli,66.01,36.08,6.55,21.44,495.73,7.63,984.77,1679580,91,318,45,24,478,1
2020-06-01,2020,6,June,Tirunelveli,193.51,28.14,6.2,9.78,141.63,7.31,833.71,4624390,40,151,26,15,232,1
2020-07-01,2020,7,July,Tirunelveli,180.47,25.78,6.49,26.68,600.77,6.3,698.97,2096246,100,363,57,24,544,1
2020-08-01,2020,8,August,Tirunelveli,81.64,28.52,7.48,5.92,59.86,8.08,1094.4,2004900,33,139,24,8,204,1
2020-09-01,2020,9,September,Tirunelveli,152.86,29.44,6.75,4.26,204.7,4.48,376.9,4829454,57,227,31,13,328,1
2020-10-01,2020,10,October,Tirunelveli,166.45,36.48,7.27,15.63,428.82,5.59,689.04,1279091,86,316,42,20,464,1
2020-11-01,2020,11,November,Tirunelveli,308.1,25.8,7.53,31.76,630.55,7.77,1072.86,2834482,113,405,60,32,610,1
2020-12-01,2020,12,December,Tirunelveli,226.88,30.89,8.03,11.85,203.43,6.76,723.56,4848530,59,218,38,17,332,1
2021-01-01,2021,1,January,Tirunelveli,55.63,35.65,8.44,12.38,33.35,4.24,495.67,4382506,38,151,26,14,229,1
2021-02-01,2021,2,February,Tirunelveli,51.9,33.14,6.55,24.45,272.39,4.68,1093.64,2302502,69,244,41,19,373,1
2021-03-01,2021,3,March,Tirunelveli,59.12,31.79,7.02,22.87,10.47,5.58,256.88,4375416,41,167,25,14,247,1
2021-04-01,2021,4,April,Tirunelveli,53.97,37.03,7.76,8.37,185.01,6.75,990.01,2899771,51,203,34,17,305,1
2021-05-01,2021,5,May,Tirunelveli,42.67,25.07,6.58,2.47,249.65,4.53,314.14,1846652,54,212,32,13,311,1
2021-06-01,2021,6,June,Tirunelveli,80.02,32.6,7.62,15.57,258.02,6.28,614.96,601894,54,205,38,15,312,1
2021-07-01,2021,7,July,Tirunelveli,137.29,32.43,7.54,13.83,219.75,4.63,591.74,2868417,45,167,35,15,262,1
2021-08-01,2021,8,August,Tirunelveli,105.79,24.59,7.04,4.38,75.71,5.27,495.47,3392531,35,135,27,8,205,1
2021-09-01,2021,9,September,Tirunelveli,100.65,36.3,7.48,28.44,241.51,7.07,723.66,3781837,69,249,37,22,377,1
2021-10-01,2021,10,October,Tirunelveli,170.05,30.68,7.65,37.6,705.12,5.39,1140.88,4082334,119,441,60,34,654,1
2021-11-01,2021,11,November,Tirunelveli,300.83,35.22,7.28,20.06,896.07,4.05,1095.07,3520745,131,487,72,39,729,1
2021-12-01,2021,12,December,Tirunelveli,395.63,25.21,8.07,13.91,118.96,6.2,843.96,897172,43,152,35,15,245,1
2022-01-01,2022,1,January,Tirunelveli,42.15,34.53,8.28,21.05,98.44,6.21,399.41,3935715,50,198,30,12,290,1
2022-02-01,2022,2,February,Tirunelveli,67.82,32.84,8.0,15.37,207.07,8.79,741.11,3330514,55,217,33,17,322,1
2022-03-01,2022,3,March,Tirunelveli,52.31,34.69,7.4,6.44,333.26,4.4,641.83,2143906,58,231,33,20,342,1
2022-04-01,2022,4,April,Tirunelveli,36.96,35.97,8.39,22.21,135.31,4.97,674.43,2298594,45,172,29,12,258,1
2022-05-01,2022,5,May,Tirunelveli,49.05,37.44,6.31,3.35,22.03,4.93,741.27,4970756,35,132,26,7,200,1
2022-06-01,2022,6,June,Tirunelveli,89.26,26.38,6.49,5.15,337.07,5.23,558.14,3594510,60,227,40,19,346,1
2022-07-01,2022,7,July,Tirunelveli,114.31,33.41,6.59,3.03,215.25,7.83,613.68,3202303,37,132,35,13,217,1
2022-08-01,2022,8,August,Tirunelveli,84.97,37.55,7.46,31.35,74.59,6.45,369.5,1331635,56,213,29,14,312,1
2022-09-01,2022,9,September,Tirunelveli,145.63,30.65,8.32,3.57,182.39,5.75,982.43,1904962,47,177,30,15,269,1
2022-10-01,2022,10,October,Tirunelveli,206.16,29.59,7.14,44.06,162.8,8.0,534.19,2224854,67,260,36,19,382,1
2022-11-01,2022,11,November,Tirunelveli,280.47,24.95,6.62,43.15,801.12,7.26,659.64,2199660,127,465,66,36,694,1
2022-12-01,2022,12,December,Tirunelveli,318.86,29.54,6.51,8.66,854.35,8.4,1107.04,4288264,98,361,63,32,554,1
2023-01-01,2023,1,January,Tirunelveli,59.05,32.25,8.36,9.4,121.9,7.28,398.81,2893946,37,152,25,16,230,1
2023-02-01,2023,2,February,Tirunelveli,11.76,28.97,7.99,14.53,130.58,7.47,767.39,2403124,49,183,23,16,271,1
2023-03-01,2023,3,March,Tirunelveli,32.21,36.77,6.34,17.66,91.38,5.6,615.51,2517528,41,155,34,16,246,1
2023-04-01,2023,4,April,Tirunelveli,17.33,25.8,7.52,2.46,15.47,7.57,561.65,2112119,32,112,18,5,167,1
2023-05-01,2023,5,May,Tirunelveli,11.58,36.06,7.53,22.38,298.47,8.05,629.67,4046293,63,229,35,16,343,1
2023-06-01,2023,6,June,Tirunelveli,112.26,26.78,6.77,10.86,360.84,6.94,626.5,1300607,70,251,42,17,380,1
2023-07-01,2023,7,July,Tirunelveli,142.17,27.0,6.85,13.79,527.71,4.07,849.38,4398888,75,265,41,26,407,1
2023-08-01,2023,8,August,Tirunelveli,98.45,36.41,7.25,18.92,430.97,7.4,1131.74,4175049,86,309,47,22,464,1
2023-09-01,2023,9,September,Tirunelveli,85.91,27.24,8.26,9.29,143.42,4.69,1059.11,750231,39,145,30,10,224,1
2023-10-01,2023,10,October,Tirunelveli,340.0,28.38,7.14,10.86,878.9,7.23,1134.54,3296749,105,389,66,37,597,1
2023-11-01,2023,11,November,Tirunelveli,391.41,29.51,6.5,30.82,656.38,6.88,406.82,2860901,98,360,66,34,558,1
2023-12-01,2023,12,December,Tirunelveli,228.32,32.9,7.12,2.09,471.07,8.61,1012.08,4763272,72,263,45,21,401,1
2024-01-01,2024,1,January,Tirunelveli,69.23,26.56,8.4,10.04,169.62,4.31,686.17,2617191,36,144,33,10,223,1
2024-02-01,2024,2,February,Tirunelveli,31.17,36.02,8.17,19.35,73.35,7.45,1145.02,4364860,42,163,31,12,248,1
2024-03-01,2024,3,March,Tirunelveli,45.74,25.68,6.92,20.26,430.71,4.69,1152.39,3496244,71,277,46,20,414,1
2024-04-01,2024,4,April,Tirunelveli,76.2,28.38,8.17,4.16,352.52,7.71,877.72,2053091,54,210,37,20,321,1
2024-05-01,2024,5,May,Tirunelveli,60.22,30.66,8.15,10.2,84.14,8.18,748.91,3924638,36,141,23,12,212,1
2024-06-01,2024,6,June,Tirunelveli,192.06,29.63,7.28,23.32,599.42,4.71,504.24,2969491,75,283,49,31,438,1
2024-07-01,2024,7,July,Tirunelveli,88.51,28.9,8.18,8.57,451.87,7.15,1063.48,992503,82,316,39,17,454,1
2024-08-01,2024,8,August,Tirunelveli,106.58,24.79,6.79,17.76,111.54,4.84,662.59,778518,49,195,29,15,288,1
2024-09-01,2024,9,September,Tirunelveli,197.93,27.5,6.37,21.99,386.99,6.08,622.19,2218562,75,287,38,21,421,1
2024-10-01,2024,10,October,Tirunelveli,264.51,27.59,7.93,23.96,288.77,6.98,1195.73,3805107,54,197,40,18,309,1
2024-11-01,2024,11,November,Tirunelveli,254.67,27.07,6.2,41.33,759.49,7.71,367.81,2378266,93,331,59,37,520,1
2024-12-01,2024,12,December,Tirunelveli,257.63,25.67,7.38,16.87,337.34,7.11,918.72,2363907,82,302,37,23,444,1
2018-01-01,2018,1,January,Coimbatore,62.52,27.84,7.64,2.95,226.1,7.7,886.51,3158492,53,202,30,16,301,1
2018-02-01,2018,2,February,Coimbatore,10.69,34.89,7.26,24.73,241.62,8.93,954.57,2896629,59,219,31,18,327,1
2018-03-01,2018,3,March,Coimbatore,70.4,27.74,7.43,21.61,162.94,8.77,321.88,3493349,48,194,32,12,286,1
2018-04-01,2018,4,April,Coimbatore,76.6,25.92,7.44,5.44,214.08,4.31,423.92,4386613,56,224,26,11,317,1
2018-05-01,2018,5,May,Coimbatore,47.59,35.76,6.98,18.01,496.89,5.57,874.02,2926062,82,289,48,26,445,1
2018-06-01,2018,6,June,Coimbatore,94.86,24.99,8.29,7.23,533.81,6.72,277.86,2089426,69,261,48,23,401,1
